workerid,proliferate.condition,preloadResp,error
98,Shift40_fwd_ExpBlockC,231;278;104;105;98;99;106;100;100;97;93;97;108;95;105;101;115;97;86;83;99;102;96;101;98;100;99;83;93;103;122;100;102;108;100;101;83;83;118;110;116;99;101;94;82;96;120;104;106;120;100;103;94;87;106;105;100;109;117;103;100;89;88;103;101;102;99;104;100;102;89;88;112;96;100;103;106;105;88;89;90;120;103;105;118;100;107;,
