workerid,proliferate.condition,exposure2Resp,error
63,Shift40_fwd_B_A,"exposure2,false,0,23,stimuli/exposure/dintin_VOT65_F0249.wav,tin,forward,false,1,tin,topright,618,127,1652000868068,1652000869702,1634;exposure2,false,1,10,stimuli/exposure/diptip_VOT30_F0247.wav,dip,forward,false,1,dip,topleft,160,107,1652000871737,1652000873860,2123;exposure2,false,2,13,stimuli/exposure/diptip_VOT45_F0248.wav,dip,forward,false,1,dip,topleft,156,110,1652000875640,1652000877586,1946;exposure2,false,3,6,stimuli/exposure/dintin_VOT40_F0248.wav,din,forward,false,3,din,topleft,155,113,1652000881670,1652000884124,2454;exposure2,false,4,1,stimuli/exposure/dilltill_VOT35_F0247.wav,dill,forward,false,2,dill,topleft,143,115,1652000885808,1652000888364,2556;exposure2,false,5,12,stimuli/exposure/diptip_VOT40_F0248.wav,dip,forward,false,3,dip,topleft,146,112,1652000890794,1652000893248,2454;exposure2,false,6,4,stimuli/exposure/dintin_VOT25_F0247.wav,din,forward,false,1,din,topleft,155,120,1652000895509,1652000897002,1493;exposure2,false,7,16,stimuli/exposure/dilltill_VOT100_F0250.wav,till,forward,false,3,till,topright,609,119,1652000899341,1652000901040,1699;exposure2,false,8,6,stimuli/exposure/dintin_VOT40_F0248.wav,din,forward,false,3,din,topleft,157,120,1652000903296,1652000904960,1664;exposure2,false,9,8,stimuli/exposure/dintin_VOT50_F0248.wav,din,forward,false,1,din,topleft,143,114,1652000906677,1652000908022,1345;exposure2,false,10,18,stimuli/exposure/dilltill_VOT115_F0250.wav,till,forward,false,1,till,topright,615,114,1652000910146,1652000911666,1520;exposure2,false,11,22,stimuli/exposure/dintin_VOT55_F0248.wav,tin,forward,false,1,tin,topright,618,108,1652000913923,1652000915906,1983;exposure2,false,12,32,stimuli/exposure/diptip_VOT90_F0250.wav,tip,forward,false,2,tip,topright,603,107,1652000918233,1652000919888,1655;exposure2,false,13,11,stimuli/exposure/diptip_VOT35_F0247.wav,dip,forward,false,1,dip,topleft,160,112,1652000922070,1652000923732,1662;exposure2,false,14,21,stimuli/exposure/dintin_VOT120_F0251.wav,tin,forward,false,1,tin,topright,635,101,1652000926026,1652000927640,1614;exposure2,false,15,26,stimuli/exposure/dintin_VOT95_F0250.wav,tin,forward,false,2,tin,topright,610,114,1652000929970,1652000931398,1428;exposure2,false,16,0,stimuli/exposure/dilltill_VOT30_F0247.wav,dill,forward,false,2,dill,topleft,145,122,1652000933728,1652000935660,1932;exposure2,false,17,24,stimuli/exposure/dintin_VOT70_F0249.wav,tin,forward,false,1,tin,topright,610,112,1652000938069,1652000939468,1399;exposure2,false,18,17,stimuli/exposure/dilltill_VOT105_F0250.wav,till,forward,false,1,till,topright,645,105,1652000941778,1652000943288,1510;exposure2,false,19,33,stimuli/exposure/diptip_VOT95_F0250.wav,tip,forward,false,1,tip,topright,645,115,1652000945744,1652000947326,1582;exposure2,false,20,7,stimuli/exposure/dintin_VOT45_F0248.wav,din,forward,false,1,din,topleft,146,110,1652000949635,1652000951494,1859;exposure2,false,21,35,stimuli/exposure/rare.wav,rare,forward,false,2,rare,topright,619,116,1652000954143,1652000955818,1675;exposure2,false,22,25,stimuli/exposure/dintin_VOT85_F0249.wav,tin,forward,false,2,tin,topright,626,109,1652000957998,1652000959314,1316;exposure2,false,23,16,stimuli/exposure/dilltill_VOT100_F0250.wav,till,forward,false,3,till,topright,633,114,1652000961738,1652000963118,1380;exposure2,false,24,2,stimuli/exposure/dilltill_VOT40_F0248.wav,dill,forward,false,3,dill,topleft,153,102,1652000965452,1652000967220,1768;exposure2,false,25,28,stimuli/exposure/diptip_VOT65_F0249.wav,tip,forward,false,1,tip,topright,637,95,1652000969604,1652000972218,2614;exposure2,false,26,30,stimuli/exposure/diptip_VOT80_F0249.wav,tip,forward,false,1,tip,topright,629,123,1652000974418,1652000975814,1396;exposure2,false,27,20,stimuli/exposure/dilltill_VOT90_F0250.wav,till,forward,false,1,till,topright,651,135,1652000978016,1652000979582,1566;exposure2,false,28,19,stimuli/exposure/dilltill_VOT80_F0249.wav,till,forward,false,2,till,topright,642,118,1652000981698,1652000983008,1310;exposure2,false,29,16,stimuli/exposure/dilltill_VOT100_F0250.wav,till,forward,false,3,till,topright,636,118,1652000985113,1652000986493,1380;exposure2,false,30,2,stimuli/exposure/dilltill_VOT40_F0248.wav,dill,forward,false,3,dill,topleft,108,113,1652000988595,1652000990076,1481;exposure2,false,31,12,stimuli/exposure/diptip_VOT40_F0248.wav,dip,forward,false,3,dip,topleft,137,123,1652000992293,1652000993618,1325;exposure2,false,32,29,stimuli/exposure/diptip_VOT75_F0249.wav,tip,forward,false,1,tip,topright,612,127,1652000995851,1652000997440,1589;exposure2,false,33,25,stimuli/exposure/dintin_VOT85_F0249.wav,tin,forward,false,2,tin,topright,627,123,1652000999510,1652001000936,1426;exposure2,false,34,2,stimuli/exposure/dilltill_VOT40_F0248.wav,dill,forward,false,3,dill,topleft,107,91,1652001003281,1652001004836,1555;exposure2,false,35,1,stimuli/exposure/dilltill_VOT35_F0247.wav,dill,forward,false,2,dill,topleft,127,111,1652001008131,1652001009732,1601;exposure2,false,36,26,stimuli/exposure/dintin_VOT95_F0250.wav,tin,forward,false,2,tin,topright,610,122,1652001012241,1652001013694,1453;exposure2,false,37,36,stimuli/exposure/share.wav,share,forward,false,2,share,topleft,173,128,1652001016595,1652001018088,1493;exposure2,false,38,36,stimuli/exposure/share.wav,share,forward,false,2,share,topleft,181,116,1652001020673,1652001022376,1703;exposure2,false,39,0,stimuli/exposure/dilltill_VOT30_F0247.wav,dill,forward,false,2,dill,topleft,144,117,1652001024773,1652001026152,1379;exposure2,false,40,6,stimuli/exposure/dintin_VOT40_F0248.wav,din,forward,false,3,din,topleft,157,121,1652001028505,1652001030048,1543;exposure2,false,41,19,stimuli/exposure/dilltill_VOT80_F0249.wav,till,forward,false,2,till,topright,632,117,1652001033699,1652001035148,1449;exposure2,false,42,34,stimuli/exposure/flare.wav,flare,forward,false,2,flare,topright,647,115,1652001037435,1652001041207,3772;exposure2,false,43,32,stimuli/exposure/diptip_VOT90_F0250.wav,tip,forward,false,2,tip,topright,607,115,1652001043559,1652001045770,2211;exposure2,false,44,27,stimuli/exposure/diptip_VOT100_F0250.wav,tip,forward,false,1,tip,topright,622,111,1652001048411,1652001052583,4172;exposure2,false,45,14,stimuli/exposure/diptip_VOT50_F0248.wav,dip,forward,false,1,dip,topleft,115,113,1652001054765,1652001056400,1635;exposure2,false,46,31,stimuli/exposure/diptip_VOT85_F0249.wav,tip,forward,false,1,tip,topright,621,119,1652001058649,1652001060624,1975;exposure2,false,47,35,stimuli/exposure/rare.wav,rare,forward,false,2,rare,topright,625,116,1652001063113,1652001067172,4059;exposure2,false,48,15,stimuli/exposure/diptip_VOT60_F0248.wav,dip,forward,false,1,dip,topleft,144,120,1652001069369,1652001071788,2419;exposure2,false,49,12,stimuli/exposure/diptip_VOT40_F0248.wav,dip,forward,false,3,dip,topleft,137,115,1652001073965,1652001075310,1345;exposure2,false,50,34,stimuli/exposure/flare.wav,flare,forward,false,2,flare,topright,633,111,1652001077534,1652001079614,2080;exposure2,false,51,3,stimuli/exposure/dilltill_VOT45_F0248.wav,dill,forward,false,1,dill,topleft,122,96,1652001082873,1652001084972,2099;exposure2,false,52,9,stimuli/exposure/dintin_VOT55_F0248.wav,din,forward,false,1,din,topleft,152,122,1652001087301,1652001089256,1955;exposure2,false,53,5,stimuli/exposure/dintin_VOT35_F0247.wav,din,forward,false,1,din,topleft,149,132,1652001091995,1652001094228,2233;",
52,Shift0_bwd_B_A,"exposure2,false,0,8,stimuli/exposure/dintin_VOT15_F0247.wav,din,backward,false,1,din,topright,591,124,1651846983172,1651846983925,753;exposure2,false,1,14,stimuli/exposure/diptip_VOT20_F0247.wav,dip,backward,false,1,dip,topright,636,141,1651846986213,1651846987036,823;exposure2,false,2,6,stimuli/exposure/dintin_VOT0_F0246.wav,din,backward,false,3,din,topright,627,131,1651846989653,1651846990493,840;exposure2,false,3,32,stimuli/exposure/diptip_VOT55_F0248.wav,tip,backward,false,1,tip,topleft,173,140,1651846992740,1651846993828,1088;exposure2,false,4,0,stimuli/exposure/dilltill_VOT-10_F0246.wav,dill,backward,false,2,dill,topright,630,163,1651846996325,1651846997116,791;exposure2,false,5,11,stimuli/exposure/diptip_VOT-5_F0246.wav,dip,backward,false,1,dip,topright,654,123,1651846999677,1651847000508,831;exposure2,false,6,21,stimuli/exposure/dintin_VOT15_F0247.wav,tin,backward,false,1,din,topright,670,121,1651847002670,1651847003557,887;exposure2,false,7,5,stimuli/exposure/dintin_VOT-5_F0246.wav,din,backward,false,1,din,topright,641,133,1651847006132,1651847006957,825;exposure2,false,8,34,stimuli/exposure/flare.wav,flare,backward,false,2,flare,topleft,174,137,1651847009294,1651847010133,839;exposure2,false,9,18,stimuli/exposure/dilltill_VOT60_F0248.wav,till,backward,false,3,till,topleft,130,103,1651847012285,1651847013517,1232;exposure2,false,10,12,stimuli/exposure/diptip_VOT0_F0246.wav,dip,backward,false,3,dip,topright,570,144,1651847015645,1651847016389,744;exposure2,false,11,36,stimuli/exposure/share.wav,share,backward,false,2,share,topright,549,121,1651847018573,1651847019205,632;exposure2,false,12,35,stimuli/exposure/rare.wav,rare,backward,false,2,rare,topleft,137,123,1651847021405,1651847022269,864;exposure2,false,13,27,stimuli/exposure/diptip_VOT25_F0247.wav,tip,backward,false,1,dip,topright,551,114,1651847024420,1651847025397,977;exposure2,false,14,7,stimuli/exposure/dintin_VOT10_F0247.wav,din,backward,false,1,din,topright,582,117,1651847027564,1651847028516,952;exposure2,false,15,31,stimuli/exposure/diptip_VOT50_F0248.wav,tip,backward,false,2,tip,topleft,154,140,1651847030692,1651847031397,705;exposure2,false,16,17,stimuli/exposure/dilltill_VOT50_F0248.wav,till,backward,false,1,till,topleft,95,143,1651847033582,1651847034517,935;exposure2,false,17,10,stimuli/exposure/diptip_VOT-10_F0246.wav,dip,backward,false,1,dip,topright,594,102,1651847036796,1651847037517,721;exposure2,false,18,6,stimuli/exposure/dintin_VOT0_F0246.wav,din,backward,false,3,din,topright,581,146,1651847040173,1651847041261,1088;exposure2,false,19,9,stimuli/exposure/dintin_VOT5_F0246.wav,din,backward,false,1,din,topright,583,105,1651847043501,1651847044412,911;exposure2,false,20,31,stimuli/exposure/diptip_VOT50_F0248.wav,tip,backward,false,2,tip,topleft,148,153,1651847046758,1651847047515,757;exposure2,false,21,36,stimuli/exposure/share.wav,share,backward,false,2,share,topright,625,134,1651847049845,1651847050565,720;exposure2,false,22,0,stimuli/exposure/dilltill_VOT-10_F0246.wav,dill,backward,false,2,dill,topright,576,143,1651847052836,1651847053549,713;exposure2,false,23,13,stimuli/exposure/diptip_VOT10_F0247.wav,dip,backward,false,1,dip,topright,617,123,1651847055798,1651847056565,767;exposure2,false,24,30,stimuli/exposure/diptip_VOT45_F0248.wav,tip,backward,false,1,tip,topleft,170,150,1651847059180,1651847060013,833;exposure2,false,25,18,stimuli/exposure/dilltill_VOT60_F0248.wav,till,backward,false,3,till,topleft,149,137,1651847062723,1651847063612,889;exposure2,false,26,15,stimuli/exposure/diptip_VOT5_F0246.wav,dip,backward,false,1,dip,topright,563,122,1651847065748,1651847066516,768;exposure2,false,27,25,stimuli/exposure/dintin_VOT55_F0248.wav,tin,backward,false,2,tin,topleft,130,160,1651847068741,1651847069485,744;exposure2,false,28,28,stimuli/exposure/diptip_VOT35_F0247.wav,tip,backward,false,1,tip,topleft,156,148,1651847071821,1651847073260,1439;exposure2,false,29,2,stimuli/exposure/dilltill_VOT0_F0246.wav,dill,backward,false,3,dill,topright,629,132,1651847075557,1651847076340,783;exposure2,false,30,33,stimuli/exposure/diptip_VOT60_F0248.wav,tip,backward,false,1,tip,topleft,147,136,1651847078437,1651847079156,719;exposure2,false,31,26,stimuli/exposure/dintin_VOT80_F0249.wav,tin,backward,false,1,tin,topleft,154,137,1651847081445,1651847082148,703;exposure2,false,32,1,stimuli/exposure/dilltill_VOT-5_F0246.wav,dill,backward,false,2,dill,topright,612,124,1651847084588,1651847085564,976;exposure2,false,33,2,stimuli/exposure/dilltill_VOT0_F0246.wav,dill,backward,false,3,dill,topright,640,132,1651847087949,1651847088772,823;exposure2,false,34,29,stimuli/exposure/diptip_VOT40_F0248.wav,tip,backward,false,1,dip,topright,586,129,1651847091149,1651847092108,959;exposure2,false,35,12,stimuli/exposure/diptip_VOT0_F0246.wav,dip,backward,false,3,dip,topright,615,122,1651847094389,1651847095164,775;exposure2,false,36,18,stimuli/exposure/dilltill_VOT60_F0248.wav,till,backward,false,3,till,topleft,123,124,1651847097590,1651847098428,838;exposure2,false,37,4,stimuli/exposure/dintin_VOT-15_F0246.wav,din,backward,false,1,din,topright,642,123,1651847100684,1651847101532,848;exposure2,false,38,6,stimuli/exposure/dintin_VOT0_F0246.wav,din,backward,false,3,din,topright,573,117,1651847103926,1651847104732,806;exposure2,false,39,1,stimuli/exposure/dilltill_VOT-5_F0246.wav,dill,backward,false,2,dill,topright,637,141,1651847107430,1651847108290,860;exposure2,false,40,35,stimuli/exposure/rare.wav,rare,backward,false,2,rare,topleft,176,170,1651847111108,1651847111972,864;exposure2,false,41,19,stimuli/exposure/dilltill_VOT65_F0249.wav,till,backward,false,1,till,topleft,162,137,1651847114269,1651847115060,791;exposure2,false,42,24,stimuli/exposure/dintin_VOT45_F0248.wav,tin,backward,false,2,tin,topleft,161,128,1651847117580,1651847118476,896;exposure2,false,43,20,stimuli/exposure/dilltill_VOT75_F0249.wav,till,backward,false,1,till,topleft,129,139,1651847120740,1651847121468,728;exposure2,false,44,25,stimuli/exposure/dintin_VOT55_F0248.wav,tin,backward,false,2,tin,topleft,131,146,1651847124149,1651847125052,903;exposure2,false,45,12,stimuli/exposure/diptip_VOT0_F0246.wav,dip,backward,false,3,dip,topright,577,132,1651847127885,1651847128780,895;exposure2,false,46,22,stimuli/exposure/dintin_VOT25_F0247.wav,tin,backward,false,1,din,topright,659,123,1651847131053,1651847131892,839;exposure2,false,47,16,stimuli/exposure/dilltill_VOT40_F0248.wav,till,backward,false,2,dill,topright,586,113,1651847134803,1651847135900,1097;exposure2,false,48,2,stimuli/exposure/dilltill_VOT0_F0246.wav,dill,backward,false,3,dill,topright,645,121,1651847138266,1651847139196,930;exposure2,false,49,16,stimuli/exposure/dilltill_VOT40_F0248.wav,till,backward,false,2,till,topleft,161,138,1651847141683,1651847142524,841;exposure2,false,50,23,stimuli/exposure/dintin_VOT30_F0247.wav,tin,backward,false,1,din,topright,621,118,1651847144893,1651847146410,1517;exposure2,false,51,24,stimuli/exposure/dintin_VOT45_F0248.wav,tin,backward,false,2,tin,topleft,150,135,1651847148644,1651847149532,888;exposure2,false,52,3,stimuli/exposure/dilltill_VOT5_F0246.wav,dill,backward,false,1,dill,topright,652,118,1651847151805,1651847152596,791;exposure2,false,53,34,stimuli/exposure/flare.wav,flare,backward,false,2,flare,topleft,139,145,1651847154900,1651847155595,695;",
