workerid,proliferate.condition,experiment_id,error
63,Shift40_fwd_B_A,bb440070-5780-4263-8771-2e8f1c88f62c,
52,Shift0_bwd_B_A,bb440070-5780-4263-8771-2e8f1c88f62c,
