session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,English speaking Monolingual,First Language,Nationality,Sex,Student Status
62881bdbafae53994d32219c,612c02e62fe8cb2a900cf581,RETURNED,2022-05-20 22:53:25.018000,,229777.239424,21,182,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62882126a457bba482f1e9a4,5dcf1fd0710dfc073a370a19,RETURNED,2022-05-20 23:15:56.370000,,228425.899149,53,866,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6288218ff1b3da7001015c36,609a9671bca2ca82ca2b14ed,RETURNED,2022-05-20 23:22:40.690000,,228021.590721,34,166,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6288241c2e19ab1c8cb505fd,5920b1f62b529b00013f3214,APPROVED,2022-05-20 23:28:28.048000,2022-05-20 23:58:23.294000,1795.246,58,1251,0,100,2022-05-23 08:59:45.285000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Male,No
628825e4ec82cca92e96079a,5739549114f69e00067becd8,APPROVED,2022-05-20 23:36:08.377000,2022-05-21 00:05:51.524000,1783.147,,1277,1,100,2022-05-23 08:59:45.400000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Male,No
628826a4a776e376dd7623d2,5f0d2ad60ad0d6730c380b05,APPROVED,2022-05-20 23:39:16.783000,2022-05-21 01:06:59.783000,5263.0,49,1357,4,100,2022-05-23 08:59:45.499000,81A407F4,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,United States,Male,DATA EXPIRED
6288280bdff120ab8c154ad5,6110bb781edb1277d4bd622e,RETURNED,2022-05-20 23:45:19.443000,,226662.898297,19,20,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62882bc8ddca8d3422eb21a1,614e80be97b75ce79b26267b,RETURNED,2022-05-21 00:01:16.272000,,225706.083451,34,239,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62882dbaaa2c56fdfa597baa,620bde4fa922fc3f247f6e43,APPROVED,2022-05-21 00:09:38.769000,2022-05-21 01:02:13.651000,3154.882,54,464,1,100,2022-05-23 08:59:45.610000,81A407F4,United States,United States,Part-Time,I only know English,English,United States,Female,No
62882edb0a75729730adcf18,5fe7830f60d5fb11b5e2893e,APPROVED,2022-05-21 00:14:22.319000,2022-05-21 00:44:02.047000,1779.728,34,500,0,100,2022-05-23 08:59:45.722000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Female,DATA EXPIRED
62882f21a132ec83d97cd762,57dd7528a0e8ce00015445fd,RETURNED,2022-05-21 00:16:09.919000,,224812.470726,31,2657,6,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62882f4fb3c3dbd013f42a13,5ce973ea6c890100012ea2ae,APPROVED,2022-05-21 00:17:33.371000,2022-05-21 00:44:41.643000,1628.272,35,366,0,100,2022-05-23 08:59:45.844000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Female,No
628830b62a57d0a2004090fe,5c58e01e6f4ec5000164c35a,RETURNED,2022-05-21 00:22:18.803000,,224443.613345,29,1238,9,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883145ab85d7b23eb0ad6f,5a792c898fe2dc0001058c3b,RETURNED,2022-05-21 00:28:00.440000,,224101.987697,34,2283,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
628831b0453448c09503bdd0,620299b5ef1cb18a1337c4e9,APPROVED,2022-05-21 00:26:30.591000,2022-05-21 00:51:48.562000,1517.971,39,39,0,100,2022-05-23 08:59:45.966000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Male,No
6288322101fb0fc39882d57c,60feeffdd94575eb62a4e011,APPROVED,2022-05-21 00:28:23.892000,2022-05-21 00:45:41.707000,1037.815,20,39,0,100,2022-05-23 08:59:46.072000,81A407F4,United States,United States,Unemployed (and job seeking),I only know English,English,United States,Female,Yes
628832408e1e283a1456694f,5c7db851461e90001c7a06ce,RETURNED,2022-05-21 00:28:54.530000,,224047.932669,31,402,4,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
628832add5b9f7fffe3a1b05,5aecad0e75deca000162634c,RETURNED,2022-05-21 00:30:44.666000,,223937.807927,,1769,5,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6288342fb4f53614ea62b5d6,5dfbc3a1946e978e69d8e586,RETURNED,2022-05-21 00:37:07.809000,,223554.687631,65,989,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883498485a41f4a3e49665,5a198755f2e3460001edc5c9,APPROVED,2022-05-21 00:38:53.180000,2022-05-21 02:26:53.062000,6479.882,33,779,4,100,2022-05-23 08:59:46.175000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Male,DATA EXPIRED
628834b70ea627813e150067,5fabf9bfaa84e00ccd8961a2,APPROVED,2022-05-21 00:39:23.649000,2022-05-21 01:04:00.003000,1476.354,55,1247,6,99,2022-05-23 08:59:46.282000,81A407F4,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,United States,Female,No
6288351180b56a10811def38,5d847ac9be4b0b00188463d7,APPROVED,2022-05-21 00:40:52.177000,2022-05-21 00:58:54.299000,1082.122,24,1843,2,100,2022-05-23 08:59:46.387000,81A407F4,United States,United States,Unemployed (and job seeking),I only know English,English,United States,Male,No
6288356c8e8a43386723e53b,5a6f57166923df0001ef8d02,APPROVED,2022-05-21 00:44:14.555000,2022-05-21 01:02:43.293000,1108.738,39,578,0,100,2022-05-23 08:59:46.498000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Female,No
628835f3cefa09593475586a,60255901704fd208ecdcf32b,APPROVED,2022-05-21 00:48:48.479000,2022-05-21 01:29:39.565000,2451.086,23,1297,0,100,2022-05-23 08:59:46.616000,81A407F4,United States,United States,Other,I only know English,English,United States,Male,No
62883651d5b9f7fffe3a1b1c,5c4783b51d1ad90001228d05,RETURNED,2022-05-21 00:47:19.383000,,222943.186876,,296,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
628836ca51e09e3470bd2c46,5de66aea7e0115000c6affc3,APPROVED,2022-05-21 00:48:51.750000,2022-05-21 01:10:40.521000,1308.771,36,213,1,100,2022-05-23 08:59:46.732000,81A407F4,United States,United States,Unemployed (and job seeking),I only know English,English,United States,Female,No
62883797b4f53614ea62b5f4,55b237e6fdf99b19ea79d2f7,APPROVED,2022-05-21 00:51:38.224000,2022-05-21 01:25:54.837000,2056.613,53,1295,2,100,2022-05-23 08:59:46.842000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Female,DATA EXPIRED
6288384981820872ca2a18bc,5ee04647c5486d38b04883c1,RETURNED,2022-05-21 00:54:38.006000,,222504.619371,28,657,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6288385285340f0d70f5f1b0,5e3f778e91be661ca60e3540,RETURNED,2022-05-21 00:55:47.937000,,222434.699306,31,1851,7,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6288385fb5ad7dbf6c1b0ccd,5d63f9cd26a2ac001758c70d,RETURNED,2022-05-21 00:54:58.624000,,222484.023795,34,98,2,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
628838a51ad5099251483924,5c071dcf711f240001767fdf,APPROVED,2022-05-21 00:56:07.852000,2022-05-21 01:18:34.757000,1346.905,26,434,2,100,2022-05-23 08:59:46.947000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Female,No
62883947ce730dc66433e83a,597fe89a1b41a20001749f57,APPROVED,2022-05-21 01:00:34.304000,2022-05-21 01:17:31.677000,1017.373,44,3544,3,100,2022-05-23 08:59:47.074000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Female,No
6288397bcbbdd51eba076c8d,5f963718a844b719781e9e85,APPROVED,2022-05-21 00:59:41.682000,2022-05-21 01:19:05.724000,1164.042,34,997,1,100,2022-05-23 08:59:47.188000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Male,No
628839a036c1923173933a89,5e35e9d6ad66f5000f75567f,RETURNED,2022-05-21 01:00:20.843000,,222161.859828,24,333,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883a194557643000ae5ec8,5dcfe5ec41fb3f0de0080f1a,RETURNED,2022-05-21 01:02:20.522000,,222042.193836,65,1404,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883a78fe04812c9a2b4ca2,5b7ca6161e35f0000172fa14,APPROVED,2022-05-21 01:03:52.041000,2022-05-21 01:47:18.437000,2606.396,36,1185,10,99,2022-05-23 08:59:47.308000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Female,No
62883a97aaffe0c84aff23e4,60da0dbe19ca0571cb9535ba,RETURNED,2022-05-21 01:04:27.897000,,221914.843508,49,532,4,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883b16d3fb3a9d44adc4ae,5ddab4c559b1b0a089f10680,RETURNED,2022-05-21 01:06:34.111000,,221788.641196,65,1673,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883b1bc8615454cbb793cb,5f9e612e5e10814115cc780d,APPROVED,2022-05-21 01:06:38.799000,2022-05-21 01:28:16.861000,1298.062,48,876,0,100,2022-05-23 08:59:47.403000,81A407F4,United States,United States,Other,I only know English,English,United States,Male,No
62883b3981820872ca2a18ce,5b7aefd06c1ccb000178b710,RETURNED,2022-05-21 01:10:02.397000,,221580.383433,60,1195,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883b5e1816ba4bc98dca15,58cec6c08460040001e1ee79,RETURNED,2022-05-21 01:08:24.524000,,221678.284349,44,803,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883b5e924926864de28937,6094a41f36a19091aa12d460,RETURNED,2022-05-21 01:15:32.055000,,221250.846057,40,1359,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883b6503ae79319380dd65,57272517e386b9000e3e2b72,APPROVED,2022-05-21 01:08:19.109000,2022-05-21 01:28:32.905000,1213.796,49,1081,2,100,2022-05-23 08:59:47.495000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Female,DATA EXPIRED
62883ba5689e182349e47716,601e13b872774f263d64acac,RETURNED,2022-05-21 01:08:56.075000,,221646.851608,33,1134,5,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883baabd523131aa14fed9,60fd8cf1b99f6ccb0e5fc85a,RETURNED,2022-05-21 01:11:08.239000,,221514.716104,36,684,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883bb023a4ed095ffa6b2a,5f0e9896f5e4e11e12c8f5ac,RETURNED,2022-05-21 01:17:36.782000,,221126.185562,23,1747,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883c24f3ac54c9b1411b8c,580cab86b869700001d71628,APPROVED,2022-05-21 01:11:00.163000,2022-05-21 01:31:25.707000,1225.544,59,2160,7,100,2022-05-23 08:59:47.630000,81A407F4,United States,United States,Other,I only know English,English,United States,Female,Yes
62883c4d0c87e166919ee714,5f565f889df06007662eaa84,APPROVED,2022-05-21 01:12:11.795000,2022-05-21 01:41:02.210000,1730.415,45,426,1,100,2022-05-23 08:59:47.759000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Female,No
62883c8e672fc65634a0d45c,5fb1c8cdbf116f7140c7a27e,APPROVED,2022-05-21 01:12:51.914000,2022-05-21 01:33:12.634000,1220.72,38,309,0,100,2022-05-23 08:59:47.883000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Female,DATA EXPIRED
62883c9a9cc467f48192dec0,60d018cc0f3faeaec2f7b7e5,APPROVED,2022-05-21 01:14:23.929000,2022-05-21 02:21:25.636000,4021.707,38,396,2,100,2022-05-23 08:59:48.016000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Female,DATA EXPIRED
62883cc1bb3b61b9fd33ff90,61071715ef66759482346ce4,APPROVED,2022-05-21 01:14:14.309000,2022-05-21 01:34:11.231000,1196.922,37,979,3,100,2022-05-23 08:59:48.139000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Male,Yes
62883cd191cd6523329fed64,6234c8127a4c8c2c2c0ac967,RETURNED,2022-05-21 01:18:46.715000,,221056.322363,37,170,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883cf8af3c0e623352026c,5f0a686635f72917e94c7a63,RETURNED,2022-05-21 01:15:09.786000,,221273.26301,41,744,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883d017fb9fe3eb6c21e5c,58c1d1fb8a3f870001c0e34c,APPROVED,2022-05-21 01:14:47.530000,2022-05-21 01:38:41.793000,1434.263,27,979,0,100,2022-05-23 08:59:49.721000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Female,No
62883d13d24f47f0435e54b1,62850929d863bbcde0ef538b,TIMED-OUT,2022-05-21 01:15:03.434000,,221279.640099,49,41,0,100,,,United States,United States,DATA EXPIRED,I only know English,English,United States,Male,No
62883d2b09a1ed68d3f4c54c,60b296b907e5c81c0ea774fb,APPROVED,2022-05-21 01:15:26.737000,2022-05-21 01:37:13.890000,1307.153,47,476,1,100,2022-05-23 08:59:52.875000,81A407F4,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,United States,Female,No
62883d39a0cc3491e419ba0d,5d96eeed1998fb00177f6b71,APPROVED,2022-05-21 01:15:44.218000,2022-05-21 01:52:09.724000,2185.506,24,2102,9,99,2022-05-23 08:59:53.244000,81A407F4,China,United States,Unemployed (and job seeking),I only know English,English,United States,Female,DATA EXPIRED
62883d972aa5af51210037c4,60cd717e463162435e3b7d46,APPROVED,2022-05-21 01:17:22.325000,2022-05-21 02:19:11.595000,3709.27,40,338,4,99,2022-05-23 08:59:53.621000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Female,DATA EXPIRED
62883db29550e138af40e88a,5ee3c01c7247c006e9a3f4fd,RETURNED,2022-05-21 01:17:38.967000,,221124.159743,57,2166,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883db50067e03db83aac9d,616d0c1b16a0437469b6cd74,RETURNED,2022-05-21 01:17:45.419000,,221117.719354,32,915,4,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883e0f58529d1289088c76,610789475324655db01cdfbf,RETURNED,2022-05-21 01:19:17.763000,,221025.387125,24,259,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883e21aba51eb02609e5df,59d0ec2446447f00011f0254,RETURNED,2022-05-21 01:19:35.410000,,221007.753542,39,1496,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883e2853e3cc907e091ab4,604c766c4e0093db2f1a56a7,RETURNED,2022-05-21 01:20:18.670000,,220964.505391,22,564,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883e38b27b5b94174beeae,60d905d968d5d28e18ee58a1,APPROVED,2022-05-21 01:20:00.543000,2022-05-21 01:48:31.193000,1710.65,32,488,3,99,2022-05-23 08:59:53.928000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Female,DATA EXPIRED
62883e4b21304c9436d7386e,5d5b705b74428400019fbf5e,APPROVED,2022-05-21 01:22:10.016000,2022-05-21 01:38:38.892000,988.876,25,1217,1,100,2022-05-23 08:59:54.573000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Female,No
62883e4e027be4a52b588bee,611b1f8d65d3749d42e746c2,APPROVED,2022-05-21 01:20:30.184000,2022-05-21 02:27:48.454000,4038.27,56,339,2,100,2022-05-23 08:59:54.874000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Female,DATA EXPIRED
62883e6dbc3d370d6bfb2f1c,6018e7e271455e1e9e49bda1,RETURNED,2022-05-21 01:20:47.793000,,220935.431419,30,852,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883e6fb0362885890cd3e6,6134f34ee14b19d485d4502f,RETURNED,2022-05-21 01:25:39.787000,,220643.449708,32,603,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883e70de55dcc480ac8a13,5c40e7d99d27f00001159a65,RETURNED,2022-05-21 01:20:54.688000,,220928.560603,40,2197,6,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883e77d7ec3a112e19a45b,5cc22481f6ef910019e5120f,APPROVED,2022-05-21 01:21:05.233000,2022-05-21 01:52:05.725000,1860.492,40,1232,7,99,2022-05-23 08:59:55.187000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Male,DATA EXPIRED
62883e7c6e5c4434760dd32a,5a4c1ecaefd8df0001d34305,RETURNED,2022-05-21 01:21:05.790000,,220917.487228,29,1709,9,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883e8f68b8deb1182137dc,5a01a0fd728b1b0001ad89f8,APPROVED,2022-05-21 01:24:51.178000,2022-05-21 01:41:04.125000,972.947,34,1446,1,100,2022-05-23 08:59:55.484000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Female,No
62883e9327e0a34c770aa8c6,5c411edd4f48240001b358e0,APPROVED,2022-05-21 01:21:29.997000,2022-05-21 01:40:55.178000,1165.181,53,932,2,100,2022-05-23 08:59:55.858000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Male,No
62883e98b0362885890cd3e7,5efe29d315ba872fa20a9c3d,APPROVED,2022-05-21 01:21:33.298000,2022-05-21 01:45:33.733000,1440.435,25,630,2,100,2022-05-23 08:59:56.298000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Male,DATA EXPIRED
62883eabc3afcaab9b6dfa6d,5d3541d168d63a001aa72ce8,APPROVED,2022-05-21 01:22:00.597000,2022-05-21 01:51:08.586000,1747.989,39,466,1,100,2022-05-23 08:59:56.696000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Female,No
62883eb088d75930be1d32da,57ce74a271536c00015f12ed,RETURNED,2022-05-21 01:21:56.998000,,220866.345134,27,1499,5,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883eb175f167ed216b19cf,5dd61a909ca8a35c14d8d610,RETURNED,2022-05-21 01:22:15.832000,,220847.522514,61,2420,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883eb6a4c26520a32e6352,5c9527e29e4f7400011e1571,RETURNED,2022-05-21 01:23:08.291000,,220795.076001,49,2601,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883eb949d0b12d963b69d8,5fb7dd473afbb1033b491811,APPROVED,2022-05-21 01:22:10.282000,2022-05-21 01:47:58.648000,1548.366,45,1156,0,100,2022-05-23 08:59:56.956000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Male,No
62883ed849d0b12d963b69d9,60ddf4b3e6b47e907bd5e6b9,APPROVED,2022-05-21 01:28:02.285000,2022-05-21 03:22:56.502000,6894.217,38,532,0,100,2022-05-23 08:59:57.660000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Male,DATA EXPIRED
62883edd3f8eb51f2d90c18b,5eb879035275547d0fcdd610,TIMED-OUT,2022-05-21 01:22:49.673000,,220813.73859,43,1527,4,100,,,United States,United States,Full-Time,I only know English,English,United States,Male,Yes
62883ee89cc467f48192decf,603e97018512c2f752512f0b,RETURNED,2022-05-21 01:22:51.581000,,220811.842217,43,1391,4,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883f10c4e982e42bdaae23,60fd89617258b322c92fdd03,APPROVED,2022-05-21 01:23:28.245000,2022-05-21 01:39:48.254000,980.009,21,768,0,100,2022-05-23 08:59:57.844000,81A407F4,United States,United States,Part-Time,I only know English,English,United States,Female,Yes
62883f3b78001d110da1d00c,5ea25b82a46065174c689daa,RETURNED,2022-05-21 01:24:15.590000,,220727.857131,52,1942,4,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883f3c91ba4d4d4d94ab08,60feba907cda681c2cf6cb07,APPROVED,2022-05-21 01:24:14.876000,2022-05-21 01:40:44.914000,990.038,28,828,0,100,2022-05-23 08:59:58.080000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Female,No
62883f3f4e65e8c625088300,6283dfc2f6449b4dea57a4e5,RETURNED,2022-05-21 01:25:02.143000,,220681.329994,35,48,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883f53a8809d7485ecdcfa,5e1a7114a90da52e206de7ea,RETURNED,2022-05-21 01:24:48.827000,,220694.661362,33,1800,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883f54704be7618a262b13,60ff8e461b09ef01754f3266,APPROVED,2022-05-21 01:24:53.298000,2022-05-21 01:57:37.595000,1964.297,37,335,4,99,2022-05-23 08:59:58.318000,81A407F4,United States,United States,Unemployed (and job seeking),I only know English,English,United States,Female,No
62883f5566dc1c28f5d959d5,5dce29700ad506063969a4a5,APPROVED,2022-05-21 01:24:37.013000,2022-05-21 01:47:12.280000,1355.267,38,1814,2,100,2022-05-23 08:59:58.548000,81A407F4,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,United States,Female,DATA EXPIRED
62883f6727e78eb979130e82,5df9846d76f45070feedf075,RETURNED,2022-05-21 01:24:59.869000,,220683.664325,59,2355,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883f8ba20220a8f044806a,5fbb2540b981f7c1e0fca5ff,APPROVED,2022-05-21 01:25:31.397000,2022-05-21 01:46:36.359000,1264.962,41,1579,1,100,2022-05-23 08:59:58.814000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Male,DATA EXPIRED
62883face47515a476552c4b,5e2ac2aa0038f21089a533a4,APPROVED,2022-05-21 01:26:04.649000,2022-05-21 01:45:12.309000,1147.66,42,2386,1,100,2022-05-23 09:00:00.236000,81A407F4,United States,United States,Unemployed (and job seeking),I only know English,English,United States,Female,No
62883fc5d7ec3a112e19a460,5d8abb245ada2b00018b74ed,RETURNED,2022-05-21 01:26:33.466000,,220590.105868,33,538,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
