filename,target_word,image_selection,feedback,condition,reps,list_LSQ_variant,blockID,block,list,mean,sd,category
stimuli/exposure/dilltill_VOT15_F0247.wav,dill_labeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/dilltill_VOT30_F0247.wav,dill_labeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/dilltill_VOT5_F0246.wav,dill_labeled,backward,false,Shift10,2,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/dilltill_VOT-5_F0246.wav,dill_unlabeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/dilltill_VOT15_F0247.wav,dill_unlabeled,backward,false,Shift10,2,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/dilltill_VOT25_F0247.wav,dill_unlabeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/dintin_VOT15_F0247.wav,din_labeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/dintin_VOT20_F0247.wav,din_labeled,backward,false,Shift10,2,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/dintin_VOT5_F0246.wav,din_labeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/dintin_VOT10_F0247.wav,din_unlabeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/dintin_VOT15_F0247.wav,din_unlabeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/dintin_VOT20_F0247.wav,din_unlabeled,backward,false,Shift10,2,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/diptip_VOT10_F0247.wav,dip_labeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/diptip_VOT15_F0247.wav,dip_labeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/diptip_VOT20_F0247.wav,dip_labeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/diptip_VOT5_F0246.wav,dip_labeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/diptip_VOT-10_F0246.wav,dip_unlabeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/diptip_VOT10_F0247.wav,dip_unlabeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/diptip_VOT20_F0247.wav,dip_unlabeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/diptip_VOT5_F0246.wav,dip_unlabeled,backward,false,Shift10,1,A,C,6,A,5,8.94427190999916,/d/
stimuli/exposure/dilltill_VOT35_F0247.wav,till_labeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/dilltill_VOT60_F0248.wav,till_labeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/dilltill_VOT70_F0249.wav,till_labeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
