workerid,proliferate.condition,exposure4Resp,error
273,Shift40_bwd_ExpBlockB,"exposure4,false,0,22,stimuli/exposure/dilltill_VOT100_F0250.wav,till_unlabeled,backward,false,2,till,topleft,124,98,1653098477617,1653098478526,909;exposure4,false,1,15,stimuli/exposure/diptip_VOT40_F0248.wav,dip_unlabeled,backward,false,2,dip,topright,640,105,1653098480379,1653098481343,964;exposure4,false,2,3,stimuli/exposure/dilltill_VOT35_F0247.wav,dill_unlabeled,backward,false,2,dill,topright,588,90,1653098483131,1653098484244,1113;exposure4,false,3,3,stimuli/exposure/dilltill_VOT35_F0247.wav,dill_unlabeled,backward,false,2,dill,topright,605,122,1653098485925,1653098487399,1474;exposure4,false,4,33,stimuli/exposure/diptip_VOT85_F0249.wav,tip_labeled,backward,false,1,tip,topleft,154,110,1653098489151,1653098490269,1118;exposure4,false,5,14,stimuli/exposure/diptip_VOT60_F0248.wav,dip_labeled,backward,false,1,dip,topright,659,121,1653098492038,1653098493484,1446;exposure4,false,6,36,stimuli/exposure/diptip_VOT60_F0248.wav,tip_unlabeled,backward,false,1,tip,topleft,124,115,1653098495267,1653098496124,857;exposure4,false,7,12,stimuli/exposure/diptip_VOT35_F0247.wav,dip_labeled,backward,false,1,dip,topright,646,107,1653098497959,1653098498837,878;exposure4,false,8,10,stimuli/exposure/dintin_VOT50_F0248.wav,din_unlabeled,backward,false,1,tin,topleft,124,119,1653098500633,1653098501638,1005;exposure4,false,9,6,stimuli/exposure/dintin_VOT40_F0248.wav,din_labeled,backward,false,2,din,topright,624,116,1653098503450,1653098504508,1058;exposure4,false,10,37,stimuli/exposure/diptip_VOT90_F0250.wav,tip_unlabeled,backward,false,1,tip,topleft,143,113,1653098506255,1653098507261,1006;exposure4,false,11,5,stimuli/exposure/dilltill_VOT55_F0248.wav,dill_unlabeled,backward,false,1,till,topleft,133,108,1653098509099,1653098509997,898;exposure4,false,12,25,stimuli/exposure/dintin_VOT100_F0250.wav,tin_labeled,backward,false,1,tin,topleft,138,101,1653098511767,1653098512801,1034;exposure4,false,13,39,stimuli/exposure/flare.wav,flare,backward,false,2,flare,topleft,189,111,1653098514586,1653098515491,905;exposure4,false,14,30,stimuli/exposure/dintin_VOT85_F0249.wav,tin_unlabeled,backward,false,2,tin,topleft,59,89,1653098517264,1653098518212,948;exposure4,false,15,35,stimuli/exposure/diptip_VOT105_F0250.wav,tip_unlabeled,backward,false,1,tip,topleft,118,115,1653098520021,1653098520909,888;exposure4,false,16,22,stimuli/exposure/dilltill_VOT100_F0250.wav,till_unlabeled,backward,false,2,till,topleft,114,109,1653098522790,1653098523658,868;exposure4,false,17,27,stimuli/exposure/dintin_VOT115_F0250.wav,tin_labeled,backward,false,1,tin,topleft,121,111,1653098525492,1653098526360,868;exposure4,false,18,31,stimuli/exposure/dintin_VOT90_F0250.wav,tin_unlabeled,backward,false,1,tin,topleft,101,103,1653098528216,1653098529186,970;exposure4,false,19,0,stimuli/exposure/dilltill_VOT35_F0247.wav,dill_labeled,backward,false,2,dill,topright,653,130,1653098531098,1653098532259,1161;exposure4,false,20,4,stimuli/exposure/dilltill_VOT45_F0248.wav,dill_unlabeled,backward,false,1,dill,topright,622,113,1653098534119,1653098535223,1104;exposure4,false,21,21,stimuli/exposure/dilltill_VOT95_F0250.wav,till_labeled,backward,false,1,till,topleft,157,93,1653098537162,1653098538269,1107;exposure4,false,22,8,stimuli/exposure/dintin_VOT40_F0248.wav,din_unlabeled,backward,false,1,din,topright,632,100,1653098540170,1653098541041,871;exposure4,false,23,26,stimuli/exposure/dintin_VOT110_F0250.wav,tin_labeled,backward,false,1,tin,topleft,143,115,1653098542795,1653098543624,829;exposure4,false,24,13,stimuli/exposure/diptip_VOT50_F0248.wav,dip_labeled,backward,false,1,dip,topright,574,111,1653098545283,1653098546277,994;exposure4,false,25,32,stimuli/exposure/diptip_VOT75_F0249.wav,tip_labeled,backward,false,1,tip,topleft,137,118,1653098547910,1653098548712,802;exposure4,false,26,2,stimuli/exposure/dilltill_VOT55_F0248.wav,dill_labeled,backward,false,1,dill,topright,626,106,1653098550500,1653098551550,1050;exposure4,false,27,16,stimuli/exposure/diptip_VOT50_F0248.wav,dip_unlabeled,backward,false,1,tip,topleft,98,117,1653098553326,1653098554504,1178;exposure4,false,28,40,stimuli/exposure/rare.wav,rare,backward,false,2,rare,topleft,154,105,1653098556207,1653098557053,846;exposure4,false,29,15,stimuli/exposure/diptip_VOT40_F0248.wav,dip_unlabeled,backward,false,2,dip,topright,636,115,1653098558824,1653098559956,1132;exposure4,false,30,34,stimuli/exposure/diptip_VOT90_F0250.wav,tip_labeled,backward,false,2,tip,topleft,111,120,1653098561675,1653098562596,921;exposure4,false,31,1,stimuli/exposure/dilltill_VOT45_F0248.wav,dill_labeled,backward,false,1,dill,topright,629,110,1653098564359,1653098565475,1116;exposure4,false,32,20,stimuli/exposure/dilltill_VOT85_F0249.wav,till_labeled,backward,false,1,till,topleft,159,116,1653098567068,1653098567920,852;exposure4,false,33,19,stimuli/exposure/dilltill_VOT115_F0250.wav,till_labeled,backward,false,1,till,topleft,113,97,1653098569734,1653098570916,1182;exposure4,false,34,24,stimuli/exposure/dilltill_VOT90_F0250.wav,till_unlabeled,backward,false,1,till,topleft,129,102,1653098572680,1653098573559,879;exposure4,false,35,9,stimuli/exposure/dintin_VOT45_F0248.wav,din_unlabeled,backward,false,2,tin,topleft,143,120,1653098575364,1653098576331,967;exposure4,false,36,11,stimuli/exposure/diptip_VOT30_F0247.wav,dip_labeled,backward,false,1,dip,topright,609,99,1653098578103,1653098578904,801;exposure4,false,37,23,stimuli/exposure/dilltill_VOT105_F0250.wav,till_unlabeled,backward,false,1,till,topleft,126,100,1653098582519,1653098583493,974;exposure4,false,38,34,stimuli/exposure/diptip_VOT90_F0250.wav,tip_labeled,backward,false,2,tip,topleft,134,114,1653098585292,1653098586088,796;exposure4,false,39,38,stimuli/exposure/diptip_VOT95_F0250.wav,tip_unlabeled,backward,false,1,tip,topleft,111,113,1653098587960,1653098588775,815;exposure4,false,40,0,stimuli/exposure/dilltill_VOT35_F0247.wav,dill_labeled,backward,false,2,dill,topright,641,110,1653098590587,1653098591400,813;exposure4,false,41,9,stimuli/exposure/dintin_VOT45_F0248.wav,din_unlabeled,backward,false,2,din,topright,619,115,1653098593193,1653098594454,1261;exposure4,false,42,39,stimuli/exposure/flare.wav,flare,backward,false,2,flare,topleft,157,126,1653098596471,1653098597572,1101;exposure4,false,43,41,stimuli/exposure/share.wav,share,backward,false,2,share,topright,660,106,1653098599347,1653098600494,1147;exposure4,false,44,30,stimuli/exposure/dintin_VOT85_F0249.wav,tin_unlabeled,backward,false,2,tin,topleft,152,105,1653098603239,1653098604152,913;exposure4,false,45,18,stimuli/exposure/dilltill_VOT105_F0250.wav,till_labeled,backward,false,1,till,topleft,110,127,1653098606015,1653098607083,1068;exposure4,false,46,17,stimuli/exposure/diptip_VOT60_F0248.wav,dip_unlabeled,backward,false,1,tip,topleft,120,115,1653098608845,1653098609815,970;exposure4,false,47,6,stimuli/exposure/dintin_VOT40_F0248.wav,din_labeled,backward,false,2,din,topright,567,85,1653098611628,1653098613135,1507;exposure4,false,48,7,stimuli/exposure/dintin_VOT45_F0248.wav,din_labeled,backward,false,2,din,topright,616,102,1653098614945,1653098616072,1127;exposure4,false,49,28,stimuli/exposure/dintin_VOT80_F0249.wav,tin_labeled,backward,false,1,tin,topleft,179,115,1653098617837,1653098619020,1183;exposure4,false,50,41,stimuli/exposure/share.wav,share,backward,false,2,share,topright,619,102,1653098620799,1653098621700,901;exposure4,false,51,29,stimuli/exposure/dintin_VOT80_F0249.wav,tin_unlabeled,backward,false,1,tin,topleft,146,110,1653098623517,1653098624746,1229;exposure4,false,52,40,stimuli/exposure/rare.wav,rare,backward,false,2,rare,topleft,163,109,1653098626513,1653098627396,883;exposure4,false,53,7,stimuli/exposure/dintin_VOT45_F0248.wav,din_labeled,backward,false,2,din,topright,651,110,1653098629461,1653098630587,1126;",
363,Shift40_bwd_ExpBlockB,"exposure4,false,0,3,stimuli/exposure/dilltill_VOT35_F0247.wav,dill_unlabeled,backward,false,2,dill,topright,606,117,1653098321278,1653098322205,927;exposure4,false,1,20,stimuli/exposure/dilltill_VOT85_F0249.wav,till_labeled,backward,false,1,till,topleft,141,107,1653098324054,1653098324950,896;exposure4,false,2,37,stimuli/exposure/diptip_VOT90_F0250.wav,tip_unlabeled,backward,false,1,tip,topleft,165,121,1653098326953,1653098327635,682;exposure4,false,3,27,stimuli/exposure/dintin_VOT115_F0250.wav,tin_labeled,backward,false,1,tin,topleft,142,129,1653098329471,1653098330198,727;exposure4,false,4,41,stimuli/exposure/share.wav,share,backward,false,2,share,topright,573,125,1653098331910,1653098332585,675;exposure4,false,5,15,stimuli/exposure/diptip_VOT40_F0248.wav,dip_unlabeled,backward,false,2,dip,topright,599,109,1653098334236,1653098335431,1195;exposure4,false,6,28,stimuli/exposure/dintin_VOT80_F0249.wav,tin_labeled,backward,false,1,tin,topleft,173,133,1653098337257,1653098337929,672;exposure4,false,7,13,stimuli/exposure/diptip_VOT50_F0248.wav,dip_labeled,backward,false,1,dip,topright,615,126,1653098339753,1653098340506,753;exposure4,false,8,24,stimuli/exposure/dilltill_VOT90_F0250.wav,till_unlabeled,backward,false,1,till,topleft,147,121,1653098342284,1653098343033,749;exposure4,false,9,5,stimuli/exposure/dilltill_VOT55_F0248.wav,dill_unlabeled,backward,false,1,till,topleft,163,114,1653098344770,1653098345375,605;exposure4,false,10,30,stimuli/exposure/dintin_VOT85_F0249.wav,tin_unlabeled,backward,false,2,tin,topleft,154,109,1653098347070,1653098347721,651;exposure4,false,11,21,stimuli/exposure/dilltill_VOT95_F0250.wav,till_labeled,backward,false,1,till,topleft,186,140,1653098349538,1653098350171,633;exposure4,false,12,25,stimuli/exposure/dintin_VOT100_F0250.wav,tin_labeled,backward,false,1,tin,topleft,154,129,1653098351888,1653098352526,638;exposure4,false,13,18,stimuli/exposure/dilltill_VOT105_F0250.wav,till_labeled,backward,false,1,till,topleft,170,120,1653098354340,1653098355173,833;exposure4,false,14,9,stimuli/exposure/dintin_VOT45_F0248.wav,din_unlabeled,backward,false,2,tin,topleft,104,99,1653098357007,1653098358633,1626;exposure4,false,15,19,stimuli/exposure/dilltill_VOT115_F0250.wav,till_labeled,backward,false,1,till,topleft,159,121,1653098360471,1653098361256,785;exposure4,false,16,0,stimuli/exposure/dilltill_VOT35_F0247.wav,dill_labeled,backward,false,2,dill,topright,583,125,1653098362929,1653098363741,812;exposure4,false,17,32,stimuli/exposure/diptip_VOT75_F0249.wav,tip_labeled,backward,false,1,tip,topleft,149,129,1653098365526,1653098366318,792;exposure4,false,18,17,stimuli/exposure/diptip_VOT60_F0248.wav,dip_unlabeled,backward,false,1,tip,topleft,158,116,1653098368090,1653098368724,634;exposure4,false,19,23,stimuli/exposure/dilltill_VOT105_F0250.wav,till_unlabeled,backward,false,1,till,topleft,153,137,1653098370401,1653098370986,585;exposure4,false,20,22,stimuli/exposure/dilltill_VOT100_F0250.wav,till_unlabeled,backward,false,2,till,topleft,151,112,1653098372844,1653098373402,558;exposure4,false,21,39,stimuli/exposure/flare.wav,flare,backward,false,2,flare,topleft,180,127,1653098375233,1653098375813,580;exposure4,false,22,39,stimuli/exposure/flare.wav,flare,backward,false,2,flare,topleft,174,125,1653098377472,1653098378073,601;exposure4,false,23,33,stimuli/exposure/diptip_VOT85_F0249.wav,tip_labeled,backward,false,1,tip,topleft,165,127,1653098379790,1653098380389,599;exposure4,false,24,4,stimuli/exposure/dilltill_VOT45_F0248.wav,dill_unlabeled,backward,false,1,dill,topright,642,113,1653098382040,1653098383087,1047;exposure4,false,25,14,stimuli/exposure/diptip_VOT60_F0248.wav,dip_labeled,backward,false,1,dip,topright,648,113,1653098384946,1653098385763,817;exposure4,false,26,2,stimuli/exposure/dilltill_VOT55_F0248.wav,dill_labeled,backward,false,1,dill,topright,661,128,1653098387625,1653098388672,1047;exposure4,false,27,34,stimuli/exposure/diptip_VOT90_F0250.wav,tip_labeled,backward,false,2,tip,topleft,211,131,1653098390281,1653098391385,1104;exposure4,false,28,34,stimuli/exposure/diptip_VOT90_F0250.wav,tip_labeled,backward,false,2,tip,topleft,121,131,1653098393155,1653098393829,674;exposure4,false,29,35,stimuli/exposure/diptip_VOT105_F0250.wav,tip_unlabeled,backward,false,1,tip,topleft,136,113,1653098395636,1653098396267,631;exposure4,false,30,6,stimuli/exposure/dintin_VOT40_F0248.wav,din_labeled,backward,false,2,din,topright,582,109,1653098398055,1653098398881,826;exposure4,false,31,40,stimuli/exposure/rare.wav,rare,backward,false,2,rare,topleft,112,102,1653098400597,1653098401430,833;exposure4,false,32,1,stimuli/exposure/dilltill_VOT45_F0248.wav,dill_labeled,backward,false,1,dill,topright,591,126,1653098403292,1653098404062,770;exposure4,false,33,41,stimuli/exposure/share.wav,share,backward,false,2,share,topright,588,110,1653098405901,1653098406483,582;exposure4,false,34,26,stimuli/exposure/dintin_VOT110_F0250.wav,tin_labeled,backward,false,1,tin,topleft,122,106,1653098408356,1653098409130,774;exposure4,false,35,38,stimuli/exposure/diptip_VOT95_F0250.wav,tip_unlabeled,backward,false,1,tip,topleft,114,111,1653098410755,1653098411451,696;exposure4,false,36,30,stimuli/exposure/dintin_VOT85_F0249.wav,tin_unlabeled,backward,false,2,tin,topleft,138,113,1653098413297,1653098413968,671;exposure4,false,37,16,stimuli/exposure/diptip_VOT50_F0248.wav,dip_unlabeled,backward,false,1,dip,topright,504,111,1653098415696,1653098416928,1232;exposure4,false,38,7,stimuli/exposure/dintin_VOT45_F0248.wav,din_labeled,backward,false,2,din,topright,622,112,1653098418844,1653098419641,797;exposure4,false,39,11,stimuli/exposure/diptip_VOT30_F0247.wav,dip_labeled,backward,false,1,dip,topright,610,90,1653098421309,1653098422162,853;exposure4,false,40,15,stimuli/exposure/diptip_VOT40_F0248.wav,dip_unlabeled,backward,false,2,dip,topright,617,103,1653098424161,1653098424713,552;exposure4,false,41,22,stimuli/exposure/dilltill_VOT100_F0250.wav,till_unlabeled,backward,false,2,till,topleft,102,109,1653098426473,1653098427487,1014;exposure4,false,42,12,stimuli/exposure/diptip_VOT35_F0247.wav,dip_labeled,backward,false,1,dip,topright,581,109,1653098429302,1653098430102,800;exposure4,false,43,29,stimuli/exposure/dintin_VOT80_F0249.wav,tin_unlabeled,backward,false,1,tin,topleft,142,105,1653098431831,1653098432513,682;exposure4,false,44,36,stimuli/exposure/diptip_VOT60_F0248.wav,tip_unlabeled,backward,false,1,tip,topleft,118,109,1653098434400,1653098435256,856;exposure4,false,45,0,stimuli/exposure/dilltill_VOT35_F0247.wav,dill_labeled,backward,false,2,dill,topright,574,82,1653098436963,1653098437834,871;exposure4,false,46,31,stimuli/exposure/dintin_VOT90_F0250.wav,tin_unlabeled,backward,false,1,tin,topleft,169,109,1653098439527,1653098440475,948;exposure4,false,47,8,stimuli/exposure/dintin_VOT40_F0248.wav,din_unlabeled,backward,false,1,din,topright,585,95,1653098442251,1653098443006,755;exposure4,false,48,6,stimuli/exposure/dintin_VOT40_F0248.wav,din_labeled,backward,false,2,din,topright,662,104,1653098444989,1653098445604,615;exposure4,false,49,7,stimuli/exposure/dintin_VOT45_F0248.wav,din_labeled,backward,false,2,din,topright,634,75,1653098447687,1653098448498,811;exposure4,false,50,10,stimuli/exposure/dintin_VOT50_F0248.wav,din_unlabeled,backward,false,1,din,topright,597,102,1653098450312,1653098451049,737;exposure4,false,51,3,stimuli/exposure/dilltill_VOT35_F0247.wav,dill_unlabeled,backward,false,2,dill,topright,631,88,1653098452855,1653098453580,725;exposure4,false,52,9,stimuli/exposure/dintin_VOT45_F0248.wav,din_unlabeled,backward,false,2,din,topright,651,120,1653098455390,1653098456263,873;exposure4,false,53,40,stimuli/exposure/rare.wav,rare,backward,false,2,rare,topleft,178,115,1653098458377,1653098459505,1128;",
303,Shift40_bwd_ExpBlockB,"exposure4,false,0,38,stimuli/exposure/diptip_VOT95_F0250.wav,tip_unlabeled,backward,false,1,dip,topright,622,127,1653097545120,1653097546196,1076;exposure4,false,1,28,stimuli/exposure/dintin_VOT80_F0249.wav,tin_labeled,backward,false,1,tin,topleft,120,124,1653097547914,1653097549375,1461;exposure4,false,2,30,stimuli/exposure/dintin_VOT85_F0249.wav,tin_unlabeled,backward,false,2,din,topright,631,107,1653097551274,1653097552162,888;exposure4,false,3,9,stimuli/exposure/dintin_VOT45_F0248.wav,din_unlabeled,backward,false,2,din,topright,599,93,1653097554508,1653097555230,722;exposure4,false,4,16,stimuli/exposure/diptip_VOT50_F0248.wav,dip_unlabeled,backward,false,1,dip,topright,631,128,1653097556958,1653097557851,893;exposure4,false,5,0,stimuli/exposure/dilltill_VOT35_F0247.wav,dill_labeled,backward,false,2,dill,topright,651,110,1653097559564,1653097560755,1191;exposure4,false,6,14,stimuli/exposure/diptip_VOT60_F0248.wav,dip_labeled,backward,false,1,dip,topright,585,112,1653097562428,1653097563676,1248;exposure4,false,7,37,stimuli/exposure/diptip_VOT90_F0250.wav,tip_unlabeled,backward,false,1,dip,topright,582,138,1653097565355,1653097566102,747;exposure4,false,8,22,stimuli/exposure/dilltill_VOT100_F0250.wav,till_unlabeled,backward,false,2,dill,topright,604,107,1653097567742,1653097568439,697;exposure4,false,9,36,stimuli/exposure/diptip_VOT60_F0248.wav,tip_unlabeled,backward,false,1,dip,topright,595,133,1653097570662,1653097571454,792;exposure4,false,10,39,stimuli/exposure/flare.wav,flare,backward,false,2,flare,topleft,160,126,1653097573048,1653097574239,1191;exposure4,false,11,19,stimuli/exposure/dilltill_VOT115_F0250.wav,till_labeled,backward,false,1,till,topleft,115,110,1653097576172,1653097577631,1459;exposure4,false,12,35,stimuli/exposure/diptip_VOT105_F0250.wav,tip_unlabeled,backward,false,1,dip,topright,645,125,1653097579776,1653097580599,823;exposure4,false,13,11,stimuli/exposure/diptip_VOT30_F0247.wav,dip_labeled,backward,false,1,dip,topright,561,145,1653097582350,1653097583087,737;exposure4,false,14,15,stimuli/exposure/diptip_VOT40_F0248.wav,dip_unlabeled,backward,false,2,dip,topright,629,99,1653097584744,1653097585465,721;exposure4,false,15,20,stimuli/exposure/dilltill_VOT85_F0249.wav,till_labeled,backward,false,1,till,topleft,180,105,1653097587202,1653097588291,1089;exposure4,false,16,15,stimuli/exposure/diptip_VOT40_F0248.wav,dip_unlabeled,backward,false,2,dip,topright,613,117,1653097590310,1653097591134,824;exposure4,false,17,5,stimuli/exposure/dilltill_VOT55_F0248.wav,dill_unlabeled,backward,false,1,dill,topright,588,114,1653097593135,1653097594030,895;exposure4,false,18,21,stimuli/exposure/dilltill_VOT95_F0250.wav,till_labeled,backward,false,1,till,topleft,129,107,1653097595718,1653097596863,1145;exposure4,false,19,27,stimuli/exposure/dintin_VOT115_F0250.wav,tin_labeled,backward,false,1,tin,topleft,168,122,1653097598968,1653097600006,1038;exposure4,false,20,41,stimuli/exposure/share.wav,share,backward,false,2,share,topright,604,115,1653097601756,1653097602832,1076;exposure4,false,21,7,stimuli/exposure/dintin_VOT45_F0248.wav,din_labeled,backward,false,2,din,topright,620,121,1653097604920,1653097606159,1239;exposure4,false,22,40,stimuli/exposure/rare.wav,rare,backward,false,2,rare,topleft,159,122,1653097615730,1653097616585,855;exposure4,false,23,31,stimuli/exposure/dintin_VOT90_F0250.wav,tin_unlabeled,backward,false,1,din,topright,610,116,1653097618926,1653097620399,1473;exposure4,false,24,0,stimuli/exposure/dilltill_VOT35_F0247.wav,dill_labeled,backward,false,2,dill,topright,644,112,1653097622434,1653097623321,887;exposure4,false,25,33,stimuli/exposure/diptip_VOT85_F0249.wav,tip_labeled,backward,false,1,tip,topleft,118,109,1653097625638,1653097627034,1396;exposure4,false,26,23,stimuli/exposure/dilltill_VOT105_F0250.wav,till_unlabeled,backward,false,1,dill,topright,585,112,1653097628832,1653097629923,1091;exposure4,false,27,40,stimuli/exposure/rare.wav,rare,backward,false,2,rare,topleft,175,114,1653097631996,1653097632953,957;exposure4,false,28,6,stimuli/exposure/dintin_VOT40_F0248.wav,din_labeled,backward,false,2,din,topright,633,92,1653097634814,1653097635959,1145;exposure4,false,29,3,stimuli/exposure/dilltill_VOT35_F0247.wav,dill_unlabeled,backward,false,2,dill,topright,609,134,1653097637876,1653097638655,779;exposure4,false,30,9,stimuli/exposure/dintin_VOT45_F0248.wav,din_unlabeled,backward,false,2,din,topright,587,115,1653097640404,1653097642234,1830;exposure4,false,31,39,stimuli/exposure/flare.wav,flare,backward,false,2,flare,topleft,172,109,1653097644236,1653097645421,1185;exposure4,false,32,7,stimuli/exposure/dintin_VOT45_F0248.wav,din_labeled,backward,false,2,din,topright,628,118,1653097647376,1653097648397,1021;exposure4,false,33,24,stimuli/exposure/dilltill_VOT90_F0250.wav,till_unlabeled,backward,false,1,dill,topright,609,104,1653097650478,1653097651436,958;exposure4,false,34,3,stimuli/exposure/dilltill_VOT35_F0247.wav,dill_unlabeled,backward,false,2,dill,topright,615,107,1653097653422,1653097654309,887;exposure4,false,35,22,stimuli/exposure/dilltill_VOT100_F0250.wav,till_unlabeled,backward,false,2,dill,topright,599,113,1653097656462,1653097658268,1806;exposure4,false,36,29,stimuli/exposure/dintin_VOT80_F0249.wav,tin_unlabeled,backward,false,1,din,topright,630,105,1653097659978,1653097661085,1107;exposure4,false,37,34,stimuli/exposure/diptip_VOT90_F0250.wav,tip_labeled,backward,false,2,tip,topleft,147,110,1653097662742,1653097664068,1326;exposure4,false,38,10,stimuli/exposure/dintin_VOT50_F0248.wav,din_unlabeled,backward,false,1,din,topright,646,106,1653097665788,1653097666510,722;exposure4,false,39,17,stimuli/exposure/diptip_VOT60_F0248.wav,dip_unlabeled,backward,false,1,dip,topright,592,114,1653097669597,1653097670247,650;exposure4,false,40,18,stimuli/exposure/dilltill_VOT105_F0250.wav,till_labeled,backward,false,1,till,topleft,153,119,1653097672484,1653097673654,1170;exposure4,false,41,32,stimuli/exposure/diptip_VOT75_F0249.wav,tip_labeled,backward,false,1,tip,topleft,133,98,1653097675766,1653097677641,1875;exposure4,false,42,26,stimuli/exposure/dintin_VOT110_F0250.wav,tin_labeled,backward,false,1,tin,topleft,144,129,1653097679536,1653097681003,1467;exposure4,false,43,13,stimuli/exposure/diptip_VOT50_F0248.wav,dip_labeled,backward,false,1,dip,topright,615,120,1653097682786,1653097683883,1097;exposure4,false,44,30,stimuli/exposure/dintin_VOT85_F0249.wav,tin_unlabeled,backward,false,2,din,topright,582,121,1653097685604,1653097686161,557;exposure4,false,45,12,stimuli/exposure/diptip_VOT35_F0247.wav,dip_labeled,backward,false,1,dip,topright,591,118,1653097688100,1653097688979,879;exposure4,false,46,2,stimuli/exposure/dilltill_VOT55_F0248.wav,dill_labeled,backward,false,1,dill,topright,576,147,1653097690800,1653097691727,927;exposure4,false,47,1,stimuli/exposure/dilltill_VOT45_F0248.wav,dill_labeled,backward,false,1,dill,topright,591,133,1653097693658,1653097694457,799;exposure4,false,48,25,stimuli/exposure/dintin_VOT100_F0250.wav,tin_labeled,backward,false,1,tin,topleft,128,119,1653097696132,1653097697417,1285;exposure4,false,49,8,stimuli/exposure/dintin_VOT40_F0248.wav,din_unlabeled,backward,false,1,din,topright,603,102,1653097699530,1653097701075,1545;exposure4,false,50,41,stimuli/exposure/share.wav,share,backward,false,2,share,topright,630,126,1653097708590,1653097709469,879;exposure4,false,51,34,stimuli/exposure/diptip_VOT90_F0250.wav,tip_labeled,backward,false,2,tip,topleft,124,117,1653097711456,1653097713105,1649;exposure4,false,52,4,stimuli/exposure/dilltill_VOT45_F0248.wav,dill_unlabeled,backward,false,1,till,topleft,145,119,1653097714808,1653097716095,1287;exposure4,false,53,6,stimuli/exposure/dintin_VOT40_F0248.wav,din_labeled,backward,false,2,din,topright,590,123,1653097717864,1653097718749,885;",
