filename,vowel,f0_5ms_into_vowel,f0_10ms_into_vowel,word,VOT,target_f0,vowel_duration
dintin_VOT20_F0247,0.15301389518770492,246.19000064564216,245.88906580177485,dintin,20,F0247,153.01389518770492
dintin_VOT25_F0247,0.15308497423912826,246.45721056055964,246.13885874801568,dintin,25,F0247,153.08497423912826
dintin_VOT30_F0247,0.15068059646843857,246.49806887846137,246.22010254673236,dintin,30,F0247,150.68059646843858
dintin_VOT35_F0247,0.14618623463602098,246.57662207813252,246.2741140217641,dintin,35,F0247,146.18623463602097
dintin_VOT40_F0248,0.14639865463708723,246.62526876927856,246.3786943742458,dintin,40,F0248,146.39865463708725
dintin_VOT45_F0248,0.14630654514999897,247.08452519668012,246.87997270462785,dintin,45,F0248,146.30654514999895
dintin_VOT5_F0246,0.15485804651134316,245.59611692692067,245.23582892014815,dintin,5,F0246,154.85804651134316
dintin_VOT50_F0248,0.14480822528441628,247.11728319990763,247.00219054451935,dintin,50,F0248,144.80822528441627
dintin_VOT55_F0248,0.14286751188769742,247.4449005963206,247.1855087990339,dintin,55,F0248,142.86751188769742
dintin_VOT60_F0248,0.13799853925737793,247.8843652971728,247.52925951275708,dintin,60,F0248,137.99853925737793
dintin_VOT65_F0249,0.137534063130202,248.39291373747673,248.06953530551675,dintin,65,F0249,137.53406313020201
dintin_VOT70_F0249,0.1377813477878025,248.27500784465175,247.9578606216272,dintin,70,F0249,137.78134778780247
dintin_VOT75_F0249,0.13317293542220732,249.06518062629,248.59130539624397,dintin,75,F0249,133.17293542220733
dintin_VOT80_F0249,0.13431082007049966,248.67334722227443,248.19601220747097,dintin,80,F0249,134.31082007049966
dintin_VOT85_F0249,0.13483222549000118,249.31180831525893,248.66661331275168,dintin,85,F0249,134.83222549000118
dintin_VOT90_F0250,0.12879037622217382,249.31272551512367,248.6909438897587,dintin,90,F0250,128.79037622217382
dintin_VOT95_F0250,0.12775045060759282,248.9926475602435,248.4947393336608,dintin,95,F0250,127.75045060759282
diptip_VOT-10_F0246,0.10546116218219392,243.35909206221703,243.0329702082273,diptip,-10,F0246,105.46116218219393
diptip_VOT-100_F0242,0.10645575499276014,240.57634629854795,240.03296590042427,diptip,-100,F0242,106.45575499276013
diptip_VOT-15_F0245,0.10348681373957992,242.5221974362868,241.82764737779561,diptip,-15,F0245,103.48681373957992
diptip_VOT-20_F0245,0.10475892304973966,243.0174541790395,242.54367247059443,diptip,-20,F0245,104.75892304973966
diptip_VOT-30_F0245,0.10739522042583304,243.15908998360845,242.62806688082148,diptip,-30,F0245,107.39522042583303
diptip_VOT-40_F0245,0.10475892304973966,242.76386778645295,242.37242751957783,diptip,-40,F0245,104.75892304973966
diptip_VOT-5_F0246,0.1041635048573255,243.68032439441944,242.93292096599345,diptip,-5,F0246,104.1635048573255
diptip_VOT-50_F0244,0.10689387203716327,242.3889597442139,241.82967916461905,diptip,-50,F0244,106.89387203716328
diptip_VOT-60_F0244,0.10861506845223756,242.3553242382545,241.8087929567463,diptip,-60,F0244,108.61506845223757
diptip_VOT-70_F0244,0.10861506845223734,242.28164150088188,241.77066067559883,diptip,-70,F0244,108.61506845223734
diptip_VOT-80_F0243,0.10974010499033572,241.4583103334302,240.8614125489043,diptip,-80,F0243,109.74010499033572
diptip_VOT-90_F0243,0.10533665908816524,241.2266118533167,240.70028779348928,diptip,-90,F0243,105.33665908816523
diptip_VOT0_F0246,0.10455363020784336,243.9859277465553,243.35757490118348,diptip,0,F0246,104.55363020784336
diptip_VOT10_F0247,0.10645040415772122,244.6720119822753,243.5153288235529,diptip,10,F0247,106.45040415772122
diptip_VOT100_F0250,0.07562593755451097,248.7097321970982,247.7500729966991,diptip,100,F0250,75.62593755451097
diptip_VOT105_F0250,0.07435597708869146,249.0445160426436,248.03157527100217,diptip,105,F0250,74.35597708869146
diptip_VOT110_F0250,0.07212698412698515,248.9912686437011,248.10870604881748,diptip,110,F0250,72.12698412698515
diptip_VOT115_F0250,0.07290147191998209,249.23248197734551,248.3054005755,diptip,115,F0250,72.90147191998209
diptip_VOT120_F0251,0.07240757824402877,249.23049615775105,248.2963205606956,diptip,120,F0251,72.40757824402877
diptip_VOT125_F0251,0.07241129487730724,249.9342854554344,248.85817529391383,diptip,125,F0251,72.41129487730724
diptip_VOT130_F0251,0.07066122240287243,250.27866470721844,249.3464974813584,diptip,130,F0251,70.66122240287243
diptip_VOT15_F0247,0.10250919753464238,243.28956656387223,243.19582857999143,diptip,15,F0247,102.50919753464238
diptip_VOT20_F0247,0.1022150534958044,244.68788592182705,243.9502611887225,diptip,20,F0247,102.2150534958044
diptip_VOT25_F0247,0.09854856336473984,245.44460167538472,244.27209119422687,diptip,25,F0247,98.54856336473983
diptip_VOT30_F0247,0.0993780713906638,245.55780079654667,244.6035629472885,diptip,30,F0247,99.3780713906638
diptip_VOT35_F0247,0.09841268349445098,245.8501322204967,245.04975843033455,diptip,35,F0247,98.41268349445099
diptip_VOT40_F0248,0.09853748069276058,246.0040755327353,245.31604857039673,diptip,40,F0248,98.53748069276058
diptip_VOT45_F0248,0.09656153756412068,246.06995044628837,245.32001394401829,diptip,45,F0248,96.56153756412068
diptip_VOT5_F0246,0.10518895764669443,244.5255408371688,243.95298542970548,diptip,5,F0246,105.18895764669443
diptip_VOT50_F0248,0.09289865434734423,246.77688740798564,245.94459621471384,diptip,50,F0248,92.89865434734423
diptip_VOT55_F0248,0.0892544692295516,246.72916027873677,245.54721768723508,diptip,55,F0248,89.2544692295516
diptip_VOT60_F0248,0.08893580150159686,246.7512894809792,245.64791657652864,diptip,60,F0248,88.93580150159686
diptip_VOT65_F0249,0.08878294069185166,247.76459189828176,246.39715236908503,diptip,65,F0249,88.78294069185166
diptip_VOT70_F0249,0.08653780211271567,247.2962766294431,246.62435058857557,diptip,70,F0249,86.53780211271567
diptip_VOT75_F0249,0.08504486754051044,247.45152750315725,246.7149042871332,diptip,75,F0249,85.04486754051044
diptip_VOT80_F0249,0.08405414437258152,247.6620933896454,246.8789069978093,diptip,80,F0249,84.05414437258152
diptip_VOT85_F0249,0.08337155424418796,248.058676378247,246.96264180146795,diptip,85,F0249,83.37155424418796
diptip_VOT90_F0250,0.08368027937751243,248.359056045346,247.38796176599453,diptip,90,F0250,83.68027937751243
diptip_VOT95_F0250,0.07642763288408716,248.96276139341896,247.8245755403022,diptip,95,F0250,76.42763288408716
