condition,list,image_selection,list_LSQ_variant,blockID,block,item,instance,category,phase,labelling,mean,sd,VOT,VOT_continuous
Shift40,A,forward,A,B,4,dilltill,6,/d/,exposure,unlabeled,5,8.94427190999916,45,4.706338292043938
Shift40,A,forward,A,B,4,dilltill,6,/t/,exposure,labeled,50,16.431676725154983,90,54.58064499529221
Shift40,A,forward,A,B,4,dilltill,7,/d/,exposure,labeled,5,8.94427190999916,40,2.49361175799081
Shift40,A,forward,A,B,4,dilltill,7,/t/,exposure,labeled,50,16.431676725154983,75,36.60685419625182
Shift40,A,forward,A,B,4,dilltill,8,/d/,exposure,unlabeled,5,8.94427190999916,45,6.93288121160582
Shift40,A,forward,A,B,4,dilltill,8,/t/,exposure,unlabeled,50,16.431676725154983,80,53.47851943969659
Shift40,A,forward,A,B,4,dintin,1,/d/,exposure,unlabeled,5,8.94427190999916,55,-3.6645187544658064
Shift40,A,forward,A,B,4,dintin,1,/t/,exposure,labeled,50,16.431676725154983,75,78.7577796877459
Shift40,A,forward,A,B,4,dintin,2,/d/,exposure,unlabeled,5,8.94427190999916,30,-1.7215950400411604
Shift40,A,forward,A,B,4,dintin,2,/t/,exposure,labeled,50,16.431676725154983,85,61.788862801032394
Shift40,A,forward,A,B,4,dintin,3,/d/,exposure,labeled,5,8.94427190999916,50,-9.22394125809396
Shift40,A,forward,A,B,4,dintin,3,/t/,exposure,labeled,50,16.431676725154983,80,38.16406247356067
Shift40,A,forward,A,B,4,dintin,4,/d/,exposure,labeled,5,8.94427190999916,35,11.104127484337688
Shift40,A,forward,A,B,4,dintin,4,/t/,exposure,unlabeled,50,16.431676725154983,90,76.16149084612977
Shift40,A,forward,A,B,4,dintin,5,/d/,exposure,labeled,5,8.94427190999916,35,6.723335773017661
Shift40,A,forward,A,B,4,dintin,5,/t/,exposure,unlabeled,50,16.431676725154983,85,40.37789929836764
Shift40,A,forward,A,B,4,dintin,6,/d/,exposure,unlabeled,5,8.94427190999916,40,-13.06146688910367
Shift40,A,forward,A,B,4,dintin,6,/t/,exposure,labeled,50,16.431676725154983,105,1.4134742589630278
Shift40,A,forward,A,B,4,dintin,7,/d/,exposure,labeled,5,8.94427190999916,20,7.799626968514916
Shift40,A,forward,A,B,4,dintin,7,/t/,exposure,unlabeled,50,16.431676725154983,80,74.63657585876231
Shift40,A,forward,A,B,4,dintin,8,/d/,exposure,unlabeled,5,8.94427190999916,30,-1.583109004633208
Shift40,A,forward,A,B,4,dintin,8,/t/,exposure,unlabeled,50,16.431676725154983,90,68.04248520937125
Shift40,A,forward,A,B,4,diptip,1,/d/,exposure,unlabeled,5,8.94427190999916,45,-15.753261692573389
Shift40,A,forward,A,B,4,diptip,1,/t/,exposure,unlabeled,50,16.431676725154983,85,49.038768036381555
Shift40,A,forward,A,B,4,diptip,2,/d/,exposure,unlabeled,5,8.94427190999916,40,6.268455871309637
Shift40,A,forward,A,B,4,diptip,2,/t/,exposure,labeled,50,16.431676725154983,85,52.772302565786724
Shift40,A,forward,A,B,4,diptip,3,/d/,exposure,unlabeled,5,8.94427190999916,45,6.336632024048347
Shift40,A,forward,A,B,4,diptip,3,/t/,exposure,unlabeled,50,16.431676725154983,75,33.41379568651668
Shift40,A,forward,A,B,4,diptip,4,/d/,exposure,labeled,5,8.94427190999916,40,10.642138680274714
Shift40,A,forward,A,B,4,diptip,4,/t/,exposure,labeled,50,16.431676725154983,110,44.17279309633447
Shift40,A,forward,A,B,4,diptip,5,/d/,exposure,labeled,5,8.94427190999916,40,5.458479687799881
Shift40,A,forward,A,B,4,diptip,5,/t/,exposure,unlabeled,50,16.431676725154983,85,23.861580529599056
Shift40,A,forward,A,B,4,diptip,6,/d/,exposure,labeled,5,8.94427190999916,45,-1.7025708543551028
Shift40,A,forward,A,B,4,diptip,6,/t/,exposure,labeled,50,16.431676725154983,100,64.78606508738419
Shift40,A,forward,A,B,4,diptip,7,/d/,exposure,labeled,5,8.94427190999916,60,-2.251698705432273
Shift40,A,forward,A,B,4,diptip,7,/t/,exposure,unlabeled,50,16.431676725154983,85,56.56612850694452
Shift40,A,forward,A,B,4,diptip,8,/d/,exposure,unlabeled,5,8.94427190999916,45,6.922306826219854
Shift40,A,forward,A,B,4,diptip,8,/t/,exposure,labeled,50,16.431676725154983,85,56.43553133082773
Shift40,A,forward,A,B,4,flare,1,NA,exposure,NA,NA,NA,NA,NA
Shift40,A,forward,A,B,4,flare,2,NA,exposure,NA,NA,NA,NA,NA
Shift40,A,forward,A,B,4,rare,1,NA,exposure,NA,NA,NA,NA,NA
Shift40,A,forward,A,B,4,rare,2,NA,exposure,NA,NA,NA,NA,NA
Shift40,A,forward,A,B,4,share,1,NA,exposure,NA,NA,NA,NA,NA
Shift40,A,forward,A,B,4,share,2,NA,exposure,NA,NA,NA,NA,NA
Shift40,A,forward,A,C,6,dilltill,1,/d/,exposure,unlabeled,5,8.94427190999916,45,6.432930356042059
Shift40,A,forward,A,C,6,dilltill,1,/t/,exposure,labeled,50,16.431676725154983,90,32.905602061691994
Shift40,A,forward,A,C,6,dilltill,2,/d/,exposure,labeled,5,8.94427190999916,60,0.8662051815092671
Shift40,A,forward,A,C,6,dilltill,2,/t/,exposure,unlabeled,50,16.431676725154983,85,58.20471526967313
Shift40,A,forward,A,C,6,dilltill,3,/d/,exposure,unlabeled,5,8.94427190999916,25,-3.5070392094091982
Shift40,A,forward,A,C,6,dilltill,3,/t/,exposure,unlabeled,50,16.431676725154983,95,60.06914341243351
Shift40,A,forward,A,C,6,dilltill,4,/d/,exposure,labeled,5,8.94427190999916,35,8.368679930035375
Shift40,A,forward,A,C,6,dilltill,4,/t/,exposure,unlabeled,50,16.431676725154983,125,49.83698811963935
Shift40,A,forward,A,C,6,dilltill,5,/d/,exposure,unlabeled,5,8.94427190999916,45,14.621594619481474
Shift40,A,forward,A,C,6,dilltill,5,/t/,exposure,unlabeled,50,16.431676725154983,75,57.9630492700627
Shift40,A,forward,A,C,6,dilltill,6,/d/,exposure,labeled,5,8.94427190999916,35,0.7655117556394933
Shift40,A,forward,A,C,6,dilltill,6,/t/,exposure,labeled,50,16.431676725154983,110,40.13894111985245
Shift40,A,forward,A,C,6,dilltill,7,/d/,exposure,unlabeled,5,8.94427190999916,55,1.9600826560507123
Shift40,A,forward,A,C,6,dilltill,7,/t/,exposure,labeled,50,16.431676725154983,65,55.14295258741764
Shift40,A,forward,A,C,6,dilltill,8,/d/,exposure,labeled,5,8.94427190999916,45,4.228899387342696
Shift40,A,forward,A,C,6,dilltill,8,/t/,exposure,labeled,50,16.431676725154983,100,48.119437639006094
Shift40,A,forward,A,C,6,dintin,1,/d/,exposure,labeled,5,8.94427190999916,50,3.091222371082905
Shift40,A,forward,A,C,6,dintin,1,/t/,exposure,unlabeled,50,16.431676725154983,70,49.315298119393304
Shift40,A,forward,A,C,6,dintin,2,/d/,exposure,unlabeled,5,8.94427190999916,50,5.647276472485789
Shift40,A,forward,A,C,6,dintin,2,/t/,exposure,labeled,50,16.431676725154983,90,61.74159265949403
Shift40,A,forward,A,C,6,dintin,3,/d/,exposure,labeled,5,8.94427190999916,35,0.8689702545052373
Shift40,A,forward,A,C,6,dintin,3,/t/,exposure,labeled,50,16.431676725154983,95,47.085121454483684
Shift40,A,forward,A,C,6,dintin,4,/d/,exposure,labeled,5,8.94427190999916,50,-0.04974035909354768
Shift40,A,forward,A,C,6,dintin,4,/t/,exposure,labeled,50,16.431676725154983,75,51.66297344901941
Shift40,A,forward,A,C,6,dintin,5,/d/,exposure,labeled,5,8.94427190999916,45,3.602773642530904
Shift40,A,forward,A,C,6,dintin,5,/t/,exposure,unlabeled,50,16.431676725154983,90,63.47682822525032
Shift40,A,forward,A,C,6,dintin,6,/d/,exposure,unlabeled,5,8.94427190999916,50,-20.506983462623502
Shift40,A,forward,A,C,6,dintin,6,/t/,exposure,unlabeled,50,16.431676725154983,110,79.76400582294274
Shift40,A,forward,A,C,6,dintin,7,/d/,exposure,unlabeled,5,8.94427190999916,45,0.8280068300495591
Shift40,A,forward,A,C,6,dintin,7,/t/,exposure,unlabeled,50,16.431676725154983,90,81.18063797578276
Shift40,A,forward,A,C,6,dintin,8,/d/,exposure,unlabeled,5,8.94427190999916,40,4.562823948122791
Shift40,A,forward,A,C,6,dintin,8,/t/,exposure,labeled,50,16.431676725154983,70,56.469018301078954
Shift40,A,forward,A,C,6,diptip,1,/d/,exposure,labeled,5,8.94427190999916,35,3.00160832757218
Shift40,A,forward,A,C,6,diptip,1,/t/,exposure,unlabeled,50,16.431676725154983,80,51.24320187923121
Shift40,A,forward,A,C,6,diptip,2,/d/,exposure,unlabeled,5,8.94427190999916,40,14.099132458029862
Shift40,A,forward,A,C,6,diptip,2,/t/,exposure,labeled,50,16.431676725154983,110,62.92893647048919
Shift40,A,forward,A,C,6,diptip,3,/d/,exposure,unlabeled,5,8.94427190999916,20,25.21763672060381
Shift40,A,forward,A,C,6,diptip,3,/t/,exposure,unlabeled,50,16.431676725154983,85,31.215354272806053
Shift40,A,forward,A,C,6,diptip,4,/d/,exposure,unlabeled,5,8.94427190999916,50,3.7728561451707616
Shift40,A,forward,A,C,6,diptip,4,/t/,exposure,labeled,50,16.431676725154983,70,30.199334131464457
Shift40,A,forward,A,C,6,diptip,5,/d/,exposure,labeled,5,8.94427190999916,45,2.2642443779156087
Shift40,A,forward,A,C,6,diptip,5,/t/,exposure,labeled,50,16.431676725154983,80,58.28556297879289
Shift40,A,forward,A,C,6,diptip,6,/d/,exposure,unlabeled,5,8.94427190999916,35,12.259322045886268
Shift40,A,forward,A,C,6,diptip,6,/t/,exposure,unlabeled,50,16.431676725154983,90,41.76753239986752
Shift40,A,forward,A,C,6,diptip,7,/d/,exposure,labeled,5,8.94427190999916,50,-12.233586780857852
Shift40,A,forward,A,C,6,diptip,7,/t/,exposure,labeled,50,16.431676725154983,95,49.832223249699574
Shift40,A,forward,A,C,6,diptip,8,/d/,exposure,labeled,5,8.94427190999916,40,16.213727347547493
Shift40,A,forward,A,C,6,diptip,8,/t/,exposure,unlabeled,50,16.431676725154983,105,56.49837052068382
