workerid,proliferate.condition,preloadResp,error
80,Shift0_fwd_ExpBlockB,16;1164;17;18;19;16;16;18;35;17;18;18;20;17;16;19;17;39;16;17;18;18;17;18;18;20;34;19;16;16;15;18;17;16;20;38;18;19;20;17;17;18;17;17;38;17;17;18;19;18;17;18;19;37;18;18;18;18;19;17;18;18;39;16;17;18;17;19;19;20;18;38;16;19;17;14;15;18;18;16;39;19;17;18;18;19;21;18;20;,
