workerid,proliferate.condition,userAgent,error
80,Shift0_fwd_ExpBlockB,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36",
